dates,Open,High,low,close
1990-01-11,946,946,760,813
1990-01-12,289,289,22,257
1990-01-13,831,831,8,623
1990-01-14,798,798,526,537
1990-01-15,400,704,400,578
1990-01-16,565,565,56,88
1990-01-17,977,977,0,925
1990-01-18,750,750,3,148
1990-01-19,354,354,21,62
1990-01-20,503,503,503,503
1990-01-21,303,303,208,273
1990-01-22,609,609,181,588
1990-01-23,41,100,11,99
1990-01-24,306,306,306,306
1990-01-25,571,571,571,571
1990-01-26,709,907,266,880
1990-01-27,17,291,17,145
1990-01-28,32,503,32,50
1990-01-29,73,611,73,445
1990-01-30,452,819,452,745
1990-01-31,503,643,315,325
1990-02-01,136,446,136,412
1990-02-02,914,914,386,662
1990-02-03,192,192,192,192
1990-02-04,438,438,56,422
1990-02-05,89,711,89,677
1990-02-06,928,928,186,318
1990-02-07,720,720,230,372
1990-02-08,618,618,618,618
1990-02-09,836,836,836,836
1990-02-10,45,631,45,585
1990-02-11,540,686,42,438
1990-02-12,180,180,180,180
1990-02-13,738,941,505,785
1990-02-14,515,515,294,390
1990-02-15,351,351,10,116
1990-02-16,699,699,588,681
1990-02-17,752,908,95,742
1990-02-18,801,801,294,387
1990-02-19,108,698,108,318
1990-02-20,463,463,364,376
1990-02-21,28,978,28,593
1990-02-22,156,156,156,156
1990-02-23,919,919,404,416
1990-02-24,186,186,176,180
1990-02-25,201,201,201,201
1990-02-26,427,427,427,427
1990-02-27,671,671,671,671
1990-02-28,458,902,104,232
1990-03-01,233,925,233,902
1990-03-02,92,835,92,216
1990-03-03,354,882,122,731
1990-03-04,913,913,701,785
1990-03-05,85,259,79,158
1990-03-06,596,776,147,625
1990-03-07,489,489,321,437
1990-03-08,245,695,245,651
1990-03-09,63,943,63,111
1990-03-10,881,881,853,866
1990-03-11,105,361,105,307
1990-03-12,805,805,805,805
1990-03-13,169,172,169,169
1990-03-14,743,743,743,743
1990-03-15,237,954,237,805
1990-03-16,918,918,4,647
1990-03-17,578,578,340,451
1990-03-18,413,413,413,413
1990-03-19,172,447,172,354
1990-03-20,702,702,385,441
1990-03-21,692,736,407,467
1990-03-22,712,845,3,55
1990-03-23,106,244,26,93
1990-03-24,507,507,62,66
1990-03-25,619,619,560,571
1990-03-26,211,578,112,436
1990-03-27,471,550,471,490
1990-03-28,81,81,81,81
1990-03-29,507,507,455,481
1990-03-30,817,817,817,817
1990-03-31,254,886,254,439
1990-04-01,441,989,299,802
1990-04-02,460,460,249,357
1990-04-03,822,822,571,731
1990-04-04,22,507,22,206
1990-04-05,131,956,131,705
1990-04-06,27,965,27,443
1990-04-07,483,483,483,483
1990-04-08,548,638,155,186
1990-04-09,806,806,342,603
1990-04-10,848,848,765,791
1990-04-11,78,966,78,859
1990-04-12,196,196,196,196
1990-04-13,620,620,447,616
1990-04-14,679,679,679,679
1990-04-15,537,919,537,901
1990-04-16,978,978,612,810
1990-04-17,566,853,566,777
1990-04-18,507,507,4,442
1990-04-19,752,915,598,884
1990-04-20,695,977,322,670
1990-04-21,771,771,3,727
1990-04-22,318,318,74,300
1990-04-23,334,334,334,334
1990-04-24,661,661,661,661
1990-04-25,372,424,372,377
1990-04-26,300,954,300,718
1990-04-27,374,374,374,374
1990-04-28,670,670,552,622
1990-04-29,349,435,153,384
1990-04-30,211,211,211,211
1990-05-01,428,500,146,155
1990-05-02,793,929,773,885
1990-05-03,976,976,887,958
1990-05-04,70,630,70,551
1990-05-05,58,296,58,222
1990-05-06,666,666,666,666
1990-05-07,588,588,420,534
1990-05-08,580,642,580,637
1990-05-09,473,481,473,477
1990-05-10,655,891,290,839
1990-05-11,645,645,645,645
1990-05-12,609,952,609,700
1990-05-13,988,988,371,682
1990-05-14,476,476,476,476
1990-05-15,923,923,923,923
1990-05-16,708,708,550,568
1990-05-17,317,375,317,365
1990-05-18,247,585,247,552
1990-05-19,960,960,270,437
1990-05-20,600,686,591,664
1990-05-21,239,239,239,239
1990-05-22,475,475,345,404
1990-05-23,220,347,220,315
1990-05-24,469,469,199,308
1990-05-25,711,861,711,757
1990-05-26,872,998,752,877
1990-05-27,515,578,515,568
1990-05-28,482,671,378,616
1990-05-29,620,620,620,620
1990-05-30,377,389,377,388
1990-05-31,830,830,537,820
1990-06-01,424,930,424,491
1990-06-02,287,737,287,543
1990-06-03,241,826,241,637
1990-06-04,26,467,26,318
1990-06-05,419,419,419,419
1990-06-06,649,649,649,649
1990-06-07,753,968,486,622
1990-06-08,131,402,131,303
1990-06-09,246,391,246,265
1990-06-10,139,139,139,139
1990-06-11,652,762,231,727
1990-06-12,977,977,353,751
1990-06-13,731,731,552,561
1990-06-14,805,903,560,615
1990-06-15,513,513,375,423
1990-06-16,421,992,421,814
1990-06-17,51,514,51,260
1990-06-18,465,465,11,206
1990-06-19,385,385,385,385
1990-06-20,85,607,85,545
1990-06-21,657,657,295,390
1990-06-22,684,684,684,684
1990-06-23,372,372,372,372
1990-06-24,974,974,374,904
1990-06-25,122,399,122,373
1990-06-26,993,993,619,805
1990-06-27,871,871,727,813
1990-06-28,510,510,510,510
1990-06-29,28,866,28,105
1990-06-30,780,903,220,859
1990-07-01,440,440,440,440
1990-07-02,17,420,17,70
1990-07-03,542,542,542,542
1990-07-04,834,834,706,816
1990-07-05,750,750,3,556
1990-07-06,265,619,265,542
1990-07-07,994,994,386,769
1990-07-08,247,247,53,228
1990-07-09,382,382,382,382
1990-07-10,589,589,552,555
1990-07-11,59,620,59,488
1990-07-12,299,580,299,373
1990-07-13,473,924,248,680
1990-07-14,176,192,176,178
1990-07-15,605,605,605,605
1990-07-16,249,330,249,314
1990-07-17,265,740,265,489
1990-07-18,512,512,105,358
1990-07-19,280,457,280,335
1990-07-20,693,693,449,684
1990-07-21,702,702,158,574
1990-07-22,362,887,71,238
1990-07-23,7,728,7,298
1990-07-24,120,120,120,120
1990-07-25,186,186,186,186
1990-07-26,221,398,75,365
1990-07-27,873,873,149,708
1990-07-28,783,783,783,783
1990-07-29,228,228,228,228
1990-07-30,172,172,172,172
1990-07-31,722,722,497,655
1990-08-01,923,923,392,494
1990-08-02,377,942,377,723
1990-08-03,615,957,615,947
1990-08-04,367,755,367,577
1990-08-05,395,596,395,529
1990-08-06,464,954,433,868
1990-08-07,525,525,281,381
1990-08-08,556,556,556,556
1990-08-09,519,519,51,89
1990-08-10,474,581,474,476
1990-08-11,753,921,398,876
1990-08-12,262,262,211,212
1990-08-13,172,541,172,222
1990-08-14,631,631,4,233
1990-08-15,938,938,938,938
1990-08-16,438,915,438,791
1990-08-17,355,355,276,340
1990-08-18,850,987,843,874
1990-08-19,769,769,456,536
1990-08-20,66,862,66,198
1990-08-21,987,987,434,604
1990-08-22,947,947,822,868
1990-08-23,629,928,620,896
1990-08-24,260,410,260,374
1990-08-25,836,836,327,546
1990-08-26,898,898,336,790
1990-08-27,250,513,250,507
1990-08-28,3,918,3,816
1990-08-29,463,463,463,463
1990-08-30,422,422,422,422
1990-08-31,401,514,376,459
1990-09-01,913,913,648,884
1990-09-02,742,742,687,737
1990-09-03,662,662,535,593
1990-09-04,887,887,520,597
1990-09-05,550,550,550,550
1990-09-06,84,559,84,294
1990-09-07,98,699,98,588
1990-09-08,190,395,190,284
1990-09-09,959,959,656,797
1990-09-10,331,745,331,702
1990-09-11,797,797,264,305
1990-09-12,404,645,404,424
1990-09-13,683,683,370,645
1990-09-14,899,899,328,529
1990-09-15,497,769,497,653
1990-09-16,620,620,402,540
1990-09-17,718,718,317,500
1990-09-18,521,521,64,201
1990-09-19,433,433,433,433
1990-09-20,544,544,94,293
1990-09-21,689,689,689,689
1990-09-22,251,732,251,263
1990-09-23,492,492,145,348
1990-09-24,360,636,360,479
1990-09-25,957,957,823,923
1990-09-26,30,565,30,194
1990-09-27,636,636,296,487
1990-09-28,159,678,159,616
1990-09-29,426,426,426,426
1990-09-30,104,148,104,140
1990-10-01,107,821,107,532
1990-10-02,442,876,305,548
1990-10-03,665,665,409,638
1990-10-04,290,657,290,462
1990-10-05,911,932,605,653
1990-10-06,622,622,622,622
1990-10-07,988,988,884,962
1990-10-08,816,827,816,816
1990-10-09,28,767,28,597
1990-10-10,907,907,411,462
1990-10-11,679,679,606,647
1990-10-12,145,663,20,546
1990-10-13,458,569,120,349
1990-10-14,501,986,501,575
1990-10-15,234,447,234,292
1990-10-16,19,873,19,97
1990-10-17,334,892,164,450
1990-10-18,800,800,785,794
1990-10-19,311,453,311,328
1990-10-20,899,899,355,791
1990-10-21,484,484,66,432
1990-10-22,380,957,121,947
1990-10-23,600,600,600,600
1990-10-24,731,731,312,598
1990-10-25,388,388,388,388
1990-10-26,371,397,204,314
1990-10-27,572,572,309,509
1990-10-28,606,981,448,807
1990-10-29,135,440,135,203
1990-10-30,478,478,105,468
1990-10-31,786,787,173,237
1990-11-01,992,992,362,595
1990-11-02,919,919,759,869
1990-11-03,461,577,74,146
1990-11-04,693,693,428,634
1990-11-05,376,491,376,491
1990-11-06,277,599,156,361
1990-11-07,696,696,201,643
1990-11-08,390,390,40,75
1990-11-09,198,715,198,262
1990-11-10,254,254,254,254
1990-11-11,40,266,40,205
1990-11-12,817,817,316,433
1990-11-13,871,871,871,871
1990-11-14,793,793,402,418
1990-11-15,470,470,456,464
1990-11-16,574,574,336,364
1990-11-17,968,968,779,779
1990-11-18,515,866,122,492
1990-11-19,428,435,428,431
1990-11-20,21,176,21,48
1990-11-21,394,466,394,408
1990-11-22,806,806,4,800
1990-11-23,574,574,197,418
1990-11-24,808,808,808,808
1990-11-25,180,870,180,283
1990-11-26,866,866,866,866
1990-11-27,157,341,123,247
1990-11-28,614,871,266,521
1990-11-29,962,962,933,945
1990-11-30,928,928,783,866
1990-12-01,148,175,148,157
1990-12-02,842,842,169,664
1990-12-03,123,781,123,254
1990-12-04,338,480,78,259
1990-12-05,365,969,32,435
1990-12-06,202,252,202,224
1990-12-07,701,941,36,817
1990-12-08,76,357,76,316
1990-12-09,797,797,797,797
1990-12-10,872,872,849,858
1990-12-11,761,986,156,661
1990-12-12,474,851,474,612
1990-12-13,948,948,934,941
1990-12-14,205,423,205,316
1990-12-15,331,693,126,250
1990-12-16,619,619,52,230
1990-12-17,994,994,524,638
1990-12-18,907,907,69,602
1990-12-19,126,126,126,126
1990-12-20,85,502,85,272
1990-12-21,171,807,171,776
1990-12-22,201,596,201,206
1990-12-23,628,628,628,628
1990-12-24,632,632,632,632
1990-12-25,347,792,254,485
1990-12-26,436,443,436,442
1990-12-27,845,845,57,453
1990-12-28,284,636,284,303
1990-12-29,826,826,98,354
1990-12-30,883,883,199,575
1990-12-31,386,386,386,386
1991-01-01,832,832,731,808
1991-01-02,410,410,13,95
1991-01-03,293,589,30,141
1991-01-04,855,855,473,780
1991-01-05,868,868,868,868
1991-01-06,571,884,571,632
1991-01-07,720,720,680,700
1991-01-08,932,932,672,827
1991-01-09,782,782,456,686
1991-01-10,211,246,211,246
1991-01-11,612,612,417,580
1991-01-12,659,659,293,382
1991-01-13,729,905,38,725
1991-01-14,672,672,672,672
1991-01-15,502,660,142,294
1991-01-16,420,420,269,283
1991-01-17,323,336,240,314
1991-01-18,115,307,115,250
1991-01-19,13,440,13,251
1991-01-20,666,666,666,666
1991-01-21,893,893,272,746
1991-01-22,202,202,202,202
1991-01-23,509,917,206,753
1991-01-24,93,154,93,151
1991-01-25,987,987,167,908
1991-01-26,854,854,454,773
1991-01-27,724,724,103,655
1991-01-28,335,335,335,335
1991-01-29,473,473,274,345
1991-01-30,429,662,124,276
1991-01-31,535,535,535,535
1991-02-01,756,780,633,654
1991-02-02,32,32,32,32
1991-02-03,142,849,142,195
1991-02-04,745,745,559,644
1991-02-05,813,813,10,749
1991-02-06,619,934,615,773
1991-02-07,145,906,145,642
1991-02-08,204,595,6,82
1991-02-09,321,321,321,321
1991-02-10,828,828,8,307
1991-02-11,665,665,3,419
1991-02-12,449,643,449,463
1991-02-13,243,486,243,442
1991-02-14,870,870,540,825
1991-02-15,963,963,963,963
1991-02-16,321,664,321,488
1991-02-17,389,738,389,620
1991-02-18,326,537,84,428
1991-02-19,141,903,141,173
1991-02-20,870,870,430,782
1991-02-21,108,385,108,227
1991-02-22,459,459,459,459
1991-02-23,530,530,530,530
1991-02-24,101,688,101,353
1991-02-25,484,484,484,484
1991-02-26,839,839,602,732
1991-02-27,740,740,239,625
1991-02-28,434,434,413,414
1991-03-01,87,722,87,649
1991-03-02,977,977,525,684
1991-03-03,2,593,2,426
1991-03-04,613,882,613,852
1991-03-05,411,411,360,392
1991-03-06,79,707,79,524
1991-03-07,978,978,437,765
1991-03-08,744,782,31,367
1991-03-09,256,756,256,690
1991-03-10,749,749,676,742
1991-03-11,842,842,81,496
1991-03-12,547,547,291,452
1991-03-13,520,685,520,621
1991-03-14,166,268,67,167
1991-03-15,382,891,91,351
1991-03-16,864,864,411,504
1991-03-17,915,915,881,898
1991-03-18,805,968,44,79
1991-03-19,968,968,831,893
1991-03-20,245,549,179,344
1991-03-21,498,862,498,644
1991-03-22,939,939,353,545
1991-03-23,415,415,415,415
1991-03-24,807,807,747,774
1991-03-25,383,507,383,428
1991-03-26,745,745,745,745
1991-03-27,187,693,187,321
1991-03-28,632,632,632,632
1991-03-29,533,998,237,779
1991-03-30,281,636,281,447
1991-03-31,457,457,457,457
1991-04-01,150,791,150,637
1991-04-02,238,238,238,238
1991-04-03,710,710,710,710
1991-04-04,398,832,398,670
1991-04-05,938,938,768,902
1991-04-06,596,596,596,596
1991-04-07,982,982,838,953
1991-04-08,229,229,229,229
1991-04-09,864,864,719,832
1991-04-10,842,842,842,842
1991-04-11,700,700,700,700
1991-04-12,680,680,487,491
1991-04-13,510,510,510,510
1991-04-14,825,825,780,797
1991-04-15,520,571,520,532
1991-04-16,148,404,148,381
1991-04-17,751,751,597,695
1991-04-18,408,408,408,408
1991-04-19,90,406,90,321
1991-04-20,974,974,585,928
1991-04-21,718,718,541,640
1991-04-22,799,799,672,784
1991-04-23,217,952,217,670
1991-04-24,564,788,564,640
1991-04-25,283,524,283,325
1991-04-26,221,786,221,723
1991-04-27,519,519,519,519
1991-04-28,270,416,270,280
1991-04-29,919,919,791,873
1991-04-30,592,840,59,116
1991-05-01,343,488,343,434
1991-05-02,315,788,315,592
1991-05-03,161,531,161,288
1991-05-04,761,761,760,761
1991-05-05,45,385,45,272
1991-05-06,274,274,274,274
1991-05-07,465,465,465,465
1991-05-08,264,632,264,308
1991-05-09,883,883,691,717
1991-05-10,647,647,647,647
1991-05-11,851,851,851,851
1991-05-12,204,252,204,221
1991-05-13,187,961,187,371
1991-05-14,838,838,589,691
1991-05-15,921,921,846,885
1991-05-16,779,779,73,243
1991-05-17,77,945,77,585
1991-05-18,546,546,39,432
1991-05-19,327,991,6,987
1991-05-20,467,467,467,467
1991-05-21,836,836,454,708
1991-05-22,707,707,606,681
1991-05-23,727,766,727,733
1991-05-24,733,733,733,733
1991-05-25,730,730,94,242
1991-05-26,564,564,517,558
1991-05-27,146,976,146,254
1991-05-28,308,377,296,336
1991-05-29,262,262,262,262
1991-05-30,753,993,753,821
1991-05-31,725,725,153,720
1991-06-01,198,796,198,288
1991-06-02,504,504,504,504
1991-06-03,281,830,152,153
1991-06-04,566,566,107,566
1991-06-05,367,367,367,367
1991-06-06,921,956,921,939
1991-06-07,663,663,275,635
1991-06-08,648,648,617,629
1991-06-09,486,854,101,375
1991-06-10,243,243,243,243
1991-06-11,431,955,102,540
1991-06-12,675,942,675,697
1991-06-13,114,532,114,488
1991-06-14,858,858,858,858
1991-06-15,311,311,311,311
1991-06-16,154,317,106,109
1991-06-17,67,976,67,462
1991-06-18,886,886,380,427
1991-06-19,691,691,63,380
1991-06-20,668,668,405,629
1991-06-21,797,797,620,637
1991-06-22,451,484,451,483
1991-06-23,987,987,315,577
1991-06-24,823,823,657,757
1991-06-25,804,804,629,719
1991-06-26,103,135,103,114
1991-06-27,919,965,515,708
1991-06-28,871,871,570,860
1991-06-29,923,923,462,544
1991-06-30,299,770,299,462
1991-07-01,166,619,81,542
1991-07-02,808,969,96,575
1991-07-03,929,929,436,473
1991-07-04,989,989,77,449
1991-07-05,85,128,85,123
1991-07-06,384,384,59,229
1991-07-07,168,981,168,433
1991-07-08,749,749,255,654
1991-07-09,222,364,222,310
1991-07-10,293,620,293,541
1991-07-11,808,960,271,942
1991-07-12,985,985,11,929
1991-07-13,78,78,78,78
1991-07-14,257,908,257,584
1991-07-15,950,950,950,950
1991-07-16,543,543,535,542
1991-07-17,514,816,514,551
1991-07-18,133,477,133,476
1991-07-19,526,526,170,334
1991-07-20,747,747,172,495
1991-07-21,527,527,380,519
1991-07-22,953,953,447,789
1991-07-23,646,686,646,648
1991-07-24,218,245,218,223
1991-07-25,512,512,512,512
1991-07-26,222,276,222,259
1991-07-27,813,842,813,837
1991-07-28,583,857,583,655
1991-07-29,406,406,214,305
1991-07-30,709,709,647,693
1991-07-31,803,803,626,767
1991-08-01,283,945,128,393
1991-08-02,492,549,492,526
1991-08-03,542,688,542,674
1991-08-04,192,629,192,303
1991-08-05,141,361,104,239
1991-08-06,103,940,103,132
1991-08-07,380,754,8,219
1991-08-08,210,911,210,557
1991-08-09,123,453,123,398
1991-08-10,911,911,520,868
1991-08-11,318,476,318,408
1991-08-12,84,84,84,84
1991-08-13,479,479,479,479
1991-08-14,229,378,157,268
1991-08-15,628,628,628,628
1991-08-16,810,810,466,738
1991-08-17,225,901,225,709
1991-08-18,872,872,790,863
1991-08-19,635,635,635,635
1991-08-20,783,783,445,621
1991-08-21,833,833,599,738
1991-08-22,742,742,176,410
1991-08-23,447,447,325,349
1991-08-24,981,981,46,322
1991-08-25,955,955,626,646
1991-08-26,710,710,299,598
1991-08-27,292,958,292,874
1991-08-28,473,932,473,603
1991-08-29,479,519,4,111
1991-08-30,426,763,426,602
1991-08-31,646,646,436,631
1991-09-01,635,635,635,635
1991-09-02,691,691,691,691
1991-09-03,637,637,321,397
1991-09-04,552,552,102,475
1991-09-05,268,268,75,132
1991-09-06,297,297,297,297
1991-09-07,66,950,66,235
1991-09-08,623,623,623,623
1991-09-09,106,106,106,106
1991-09-10,305,320,305,312
1991-09-11,668,997,668,691
1991-09-12,371,400,371,389
1991-09-13,316,684,121,258
1991-09-14,90,389,90,282
1991-09-15,877,877,877,877
1991-09-16,4,294,4,37
1991-09-17,336,336,47,308
1991-09-18,158,987,158,199
1991-09-19,205,205,179,190
1991-09-20,774,989,685,866
1991-09-21,60,832,60,202
1991-09-22,86,560,86,92
1991-09-23,932,999,932,951
1991-09-24,813,854,450,666
1991-09-25,264,409,264,355
1991-09-26,276,575,39,154
1991-09-27,774,774,83,406
1991-09-28,179,830,179,587
1991-09-29,246,673,246,557
1991-09-30,342,699,342,631
1991-10-01,367,429,11,293
1991-10-02,601,601,601,601
1991-10-03,918,918,594,674
1991-10-04,744,744,114,609
1991-10-05,283,689,283,648
1991-10-06,242,357,242,302
1991-10-07,179,496,125,178
1991-10-08,556,958,556,609
1991-10-09,727,727,727,727
1991-10-10,954,954,243,631
1991-10-11,353,353,353,353
1991-10-12,553,553,553,553
1991-10-13,834,834,22,587
1991-10-14,923,926,136,837
1991-10-15,772,772,512,589
1991-10-16,621,621,621,621
1991-10-17,779,909,494,570
1991-10-18,309,309,309,309
1991-10-19,581,581,348,403
1991-10-20,482,482,163,279
1991-10-21,116,903,116,641
1991-10-22,374,853,109,435
1991-10-23,181,984,181,537
1991-10-24,773,773,773,773
1991-10-25,463,463,463,463
1991-10-26,689,689,689,689
1991-10-27,5,52,5,6
1991-10-28,290,290,290,290
1991-10-29,97,622,97,214
1991-10-30,38,248,38,71
1991-10-31,256,941,256,649
1991-11-01,76,880,76,469
1991-11-02,74,552,74,261
1991-11-03,498,682,498,594
1991-11-04,215,215,215,215
1991-11-05,218,916,218,496
1991-11-06,531,531,102,331
1991-11-07,120,740,120,318
1991-11-08,133,434,133,163
1991-11-09,205,205,205,205
1991-11-10,854,854,203,782
1991-11-11,491,772,398,718
1991-11-12,363,363,331,331
1991-11-13,607,607,337,426
1991-11-14,139,780,139,760
1991-11-15,855,855,712,786
1991-11-16,241,241,241,241
1991-11-17,400,719,19,92
1991-11-18,280,598,280,431
1991-11-19,890,890,499,586
1991-11-20,169,217,144,161
1991-11-21,173,236,173,232
1991-11-22,476,934,476,832
1991-11-23,527,527,151,418
1991-11-24,814,814,175,204
1991-11-25,458,775,458,624
1991-11-26,961,961,44,961
1991-11-27,565,565,344,534
1991-11-28,122,529,122,365
1991-11-29,494,494,348,437
1991-11-30,436,631,250,583
1991-12-01,412,412,412,412
1991-12-02,339,446,339,432
1991-12-03,134,300,134,193
1991-12-04,919,919,807,821
1991-12-05,170,884,170,275
1991-12-06,776,776,354,588
1991-12-07,871,871,419,645
1991-12-08,125,628,125,617
1991-12-09,227,507,37,271
1991-12-10,764,764,280,313
1991-12-11,93,93,93,93
1991-12-12,82,82,30,50
1991-12-13,634,634,144,330
1991-12-14,965,965,227,923
1991-12-15,614,898,614,737
1991-12-16,134,670,134,568
1991-12-17,949,949,413,591
1991-12-18,234,913,234,799
1991-12-19,682,686,500,648
1991-12-20,356,356,232,234
1991-12-21,339,339,339,339
1991-12-22,70,70,70,70
1991-12-23,692,814,522,544
1991-12-24,993,993,244,366
1991-12-25,479,863,479,644
1991-12-26,759,759,218,413
1991-12-27,596,596,596,596
1991-12-28,359,359,296,356
1991-12-29,705,705,705,705
1991-12-30,554,554,61,133
1991-12-31,693,693,693,693
1992-01-01,414,729,414,690
1992-01-02,648,805,155,652
1992-01-03,234,234,234,234
1992-01-04,170,887,136,260
1992-01-05,846,846,23,250
1992-01-06,642,642,642,642
1992-01-07,323,323,323,323
1992-01-08,871,871,116,791
1992-01-09,912,912,840,884
1992-01-10,145,893,145,765
1992-01-11,377,854,377,742
1992-01-12,761,761,525,571
1992-01-13,344,683,344,376
1992-01-14,417,417,206,366
1992-01-15,28,28,28,28
1992-01-16,666,963,260,336
1992-01-17,561,561,272,390
1992-01-18,931,931,621,672
1992-01-19,724,897,66,214
1992-01-20,483,483,483,483
1992-01-21,67,370,9,231
1992-01-22,729,729,729,729
1992-01-23,804,804,261,305
1992-01-24,361,361,284,353
1992-01-25,217,217,217,217
1992-01-26,711,711,646,706
1992-01-27,49,480,49,378
1992-01-28,901,901,901,901
1992-01-29,509,674,267,418
1992-01-30,56,810,56,169
1992-01-31,982,982,23,731
1992-02-01,929,929,836,915
1992-02-02,417,868,417,635
1992-02-03,310,310,310,310
1992-02-04,889,889,561,771
1992-02-05,607,726,468,546
1992-02-06,334,383,192,198
1992-02-07,220,220,220,220
1992-02-08,283,814,283,781
1992-02-09,450,459,450,453
1992-02-10,300,897,300,568
1992-02-11,684,684,312,319
1992-02-12,162,438,162,237
1992-02-13,309,933,309,749
1992-02-14,168,516,168,181
1992-02-15,83,554,83,511
1992-02-16,480,600,201,397
1992-02-17,444,910,444,731
1992-02-18,482,748,153,616
1992-02-19,86,909,86,607
1992-02-20,508,637,90,220
1992-02-21,821,821,350,679
1992-02-22,924,924,218,744
1992-02-23,244,599,244,284
1992-02-24,797,797,729,739
1992-02-25,30,707,30,372
1992-02-26,166,166,161,166
1992-02-27,341,341,341,341
1992-02-28,654,654,654,654
1992-02-29,245,540,245,536
1992-03-01,878,878,469,878
1992-03-02,410,904,374,638
1992-03-03,691,691,80,380
1992-03-04,523,760,411,441
1992-03-05,319,839,103,714
1992-03-06,571,571,287,319
1992-03-07,311,417,269,288
1992-03-08,815,815,290,689
1992-03-09,106,219,106,139
1992-03-10,945,945,201,581
1992-03-11,322,864,322,442
1992-03-12,872,872,715,851
1992-03-13,392,735,305,387
1992-03-14,992,992,844,919
1992-03-15,862,862,577,778
1992-03-16,968,968,946,961
1992-03-17,332,529,332,406
1992-03-18,116,136,116,127
1992-03-19,518,518,310,429
1992-03-20,553,553,553,553
1992-03-21,911,911,627,793
1992-03-22,517,517,517,517
1992-03-23,817,817,521,736
1992-03-24,860,860,47,249
1992-03-25,966,966,816,966
1992-03-26,639,736,567,600
1992-03-27,291,291,199,203
1992-03-28,830,830,830,830
1992-03-29,452,795,452,520
1992-03-30,475,920,475,630
1992-03-31,986,986,508,571
1992-04-01,132,219,132,135
1992-04-02,185,451,185,243
1992-04-03,970,970,715,932
1992-04-04,351,694,331,591
1992-04-05,234,706,234,530
1992-04-06,668,713,668,713
1992-04-07,694,992,694,829
1992-04-08,169,693,150,682
1992-04-09,32,719,32,300
1992-04-10,805,805,552,653
1992-04-11,690,690,690,690
1992-04-12,33,127,33,41
1992-04-13,142,338,99,206
1992-04-14,887,887,471,656
1992-04-15,7,259,7,189
1992-04-16,717,717,243,451
1992-04-17,518,692,448,598
1992-04-18,694,899,459,518
1992-04-19,445,673,102,401
1992-04-20,792,792,222,467
1992-04-21,867,867,487,605
1992-04-22,454,715,454,638
1992-04-23,165,618,165,548
1992-04-24,904,904,276,424
1992-04-25,742,742,389,402
1992-04-26,20,933,20,836
1992-04-27,241,767,157,601
1992-04-28,617,617,617,617
1992-04-29,774,774,480,623
1992-04-30,255,672,234,548
1992-05-01,690,690,44,68
1992-05-02,120,563,120,189
1992-05-03,166,855,166,833
1992-05-04,171,591,171,568
1992-05-05,283,875,283,442
1992-05-06,185,185,185,185
1992-05-07,63,470,63,72
1992-05-08,566,850,566,625
1992-05-09,602,602,232,559
1992-05-10,651,651,651,651
1992-05-11,158,498,123,361
1992-05-12,873,873,295,382
1992-05-13,420,420,123,303
1992-05-14,928,928,846,879
1992-05-15,857,857,11,130
1992-05-16,7,830,7,455
1992-05-17,711,711,588,612
1992-05-18,175,990,175,610
1992-05-19,818,818,810,812
1992-05-20,532,716,532,612
1992-05-21,671,671,671,671
1992-05-22,517,962,339,558
1992-05-23,680,680,680,680
1992-05-24,895,895,292,524
1992-05-25,722,864,722,775
1992-05-26,605,605,605,605
1992-05-27,752,775,446,509
1992-05-28,214,214,134,157
1992-05-29,353,353,353,353
1992-05-30,241,902,241,267
1992-05-31,914,914,850,891
1992-06-01,856,856,532,623
1992-06-02,653,653,309,313
1992-06-03,406,406,406,406
1992-06-04,847,847,170,347
1992-06-05,97,529,97,514
1992-06-06,178,178,178,178
1992-06-07,127,570,127,209
1992-06-08,19,937,19,373
1992-06-09,26,532,26,43
1992-06-10,865,865,865,865
1992-06-11,991,991,505,587
1992-06-12,158,636,158,236
1992-06-13,732,732,732,732
1992-06-14,634,650,251,646
1992-06-15,559,559,559,559
1992-06-16,136,887,136,653
1992-06-17,574,574,574,574
1992-06-18,722,722,722,722
1992-06-19,840,840,742,767
1992-06-20,622,622,622,622
1992-06-21,517,917,517,618
1992-06-22,542,807,457,612
1992-06-23,681,681,205,662
1992-06-24,553,553,553,553
1992-06-25,800,800,202,533
1992-06-26,779,779,201,511
1992-06-27,881,881,785,873
1992-06-28,394,394,377,385
1992-06-29,588,588,500,577
1992-06-30,690,690,405,413
1992-07-01,600,600,150,543
1992-07-02,849,849,849,849
1992-07-03,734,734,554,569
1992-07-04,282,411,282,400
1992-07-05,327,872,84,613
1992-07-06,481,826,166,251
1992-07-07,493,493,96,182
1992-07-08,927,927,605,839
1992-07-09,804,804,628,712
1992-07-10,443,545,443,451
1992-07-11,225,225,225,225
1992-07-12,155,689,155,625
1992-07-13,434,784,7,9
1992-07-14,22,113,22,70
1992-07-15,672,672,260,610
1992-07-16,849,849,116,483
1992-07-17,493,859,57,354
1992-07-18,963,963,342,616
1992-07-19,475,482,306,378
1992-07-20,805,805,805,805
1992-07-21,263,913,12,665
1992-07-22,43,141,43,107
1992-07-23,815,815,815,815
1992-07-24,435,802,435,472
1992-07-25,864,864,680,832
1992-07-26,579,579,496,535
1992-07-27,60,163,60,110
1992-07-28,271,282,11,215
1992-07-29,807,807,650,740
1992-07-30,190,943,164,617
